date,text
2018-09-25,american chemistry council and dow chemical open irpc americas 2018grace licenses unipol® pp process technology to sidi kerir petrochemicals co sidpecindias oil demand to climb to 500 mln tonnes per year by 2040 indian oilphiladelphiaarea crude rail terminal reawakened by discounted crudeindias oil demand growth to slow down over next decades relianceindia eases oil import rules as it seeks to cut coststotal finalizes plans to expand texas bayport polymers in petrochems pushbrazils petrobras cuts gasoline refinery price after pump recordindonesian activists abseil down palm refinery tanks in deforestation protest
2018-09-26,irpc americas day 2 maintenance reliability meeting imo regulationsyemens aden refinery tenders to buy 97000 tonnes of oil productsasias oil deficit to widen by 2025 totalw africa crudedemand stays healthy for angolan mercuria offers forcadosnigerian oil unions say talks planned with govt on chevron labour issuessaudi aramco signs crude oil supply term deal with chinas rongsheng sourcepemex plans us light crude imports from late october says ceoshell norco louisiana refinery shuts gasoline unitus crude oil stocks build as refiners sharply cut runslyondell houston refinery shutting down after steam supply loss sources
2018-09-27,petrobras refineries operating at 85 percentus union seeks raises threeyear contract for refinery workersshell to handle contract negotiations for us refinery industryhydrocarbon processing’s irpc americas showcases advances in the hpiqatar petroleum primed to boost lng capacity with new trainpepperlfuchs introduces nextgeneration purge and pressurization systemexxonmobil starts new unit to increase ultralow sulfur fuels production
2018-09-28,new emerson corrosion monitoring solution enhances integrity management for remote pipelinesenstoa expands presence in china with sinopec engineering group partnershippetroteq reaches commercial production milestoneaggreko unveils new fuelefficient 100 percent oilfree air compressor fleetlyondell may restart houston refinery over weekendhow the worlds oil refiners plan to grapple with their fuel oil output after 2020
2018-10-01,hydroprocessing technology startsup at processing facilitymammoet upgrades world’s largest crane for the world’s largest refinerykbr to supply technologies for new olefins unitboom bust or both the challenge of predicting 2019s oil market balancecanadas husky energy offers to buy meg energy in 5 billion dealmcdermott awarded olefins technology contract in thailandemerson introduces actionable roadmap to help companies overcome biggest barrier to digital transformation
2018-10-02,asia scrambles for west african oil before us sanctions hit iransaudi aramco oil facilities in yanbu operating normally spokesmanvietnams petrolimex proposes halt to jxtgbacked projectpakistan seeks to build oil refinery near gwadar port ministerus east coast refiners cash in by the trainload on canadian oil
2018-10-03,south africa looks to kickstart its biofuels industryhoneywell launches new industrial cybersecurity services to address customer skills gapexxon mobil eyes multibillion dollar investment at singapore refinery executiveemerson’s asset performance platform now connects to enterprise systems to complete automated reliability workflowelliott to manufacture and test cryogenic pumps and expanders in jeannette
2018-10-04,snclavalin signs project management contract in vietnamtechnology and catalyst agreement signed for new worldscale pdh unitineos plans largest phenol production unit in the worldindia cuts fuel tax refinery prices to ease pain of rising crudesaudi aramco agrees to invest in pakistans new oil refinerypepperlfuchs launches industrial thin client for virtualized hmi systemsunited electric controls adds new capabilities to vanguard wirelesshart gas detector
2018-10-05,mcdermott awarded contract by bayport polymers for new polyethylene petrochemical plant in south texascitgo valero drive up us purchases of venezuelan oil in septemberindia facing economic crisis due to huge oil importsindia to keep buying iranian oil despite us sanctionspoll hp top projects 2018petrochemicals set to be the largest driver of world oil demand
2018-10-08,eurecat price increase announcementus ethanol exports to brazil drop to nearly threeyear lowexxon mobil bp pull staff from gulf ahead of hurricane michaelirving oil says major incident occurred at saint john canada refinery hydrocarbon processing nominated for folio eddie ozzie awardsaudi aramco and total launch engineering studies to build a giant petrochemical complex in jubailwood secures multimillion dollar contract for refinery in oman
2018-10-09,chevron eyes houston ship channel for 2nd us gulf refinerysocars new oil refinery in turkey to start up next weekban on higherethanol gasoline lifted ahead of november elections
2018-10-10,cashstrapped venezuela sets new wages for oil workers as protests simmershell achieves engineering milestone at pennsylvania petrochemicals complexprimus green energy to finalize its first us methanol plantpetrochina plans to open first indian office in mumbairefinery to stay shut for several months after firechennai petroleum shuts crude unit at manali refinery for 30 daysworker found dead at bosnia oil refinery hit by blast
2018-10-11,a third washington refinery curbs operations after natgas pipe firesmoke billows from venezuela amuay refinery worker says issue fixedus crude stocks rise as refining slows gasoline builds unexpectedlyrain carbon receives petroleum coke import exemption from supreme court of indiasaudi arabia to supply extra oil cargoes to india in november as iran sanctions loommrpl naphtha sales premium drops to over 1year lowtraders say us to be big winner of new imo shipping rulesneste and air bp collaborate to support sustainable aviation fuel supply chain development
2018-10-12,russias afipsky oil refinery halted for maintenance on oct 716
2018-10-14,axens na signs contracts with meridian energy for final process designs for davis refinerywison engineering signs 150m epc contract with sabic for leadingedge technology projecttotal and sonatrach form joint venture for polymers project in algerialibya may suspend zawiya refinery unless security improveschevron reports unplanned flaring at el segundo ca refineryecuador to tender new fuel sulfur units at esmeraldas refinery
